Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11
Physical Chess 2,20,17.087087087087088,2.9129129129129128,88.1951951951952,100.0,97.09709709709709,2.902902902902903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 7B,20,14.078078078078079,5.921921921921922,82.13213213213213,100.0,2.902902902902903,97.09709709709709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i-Mask Advance Squash Club 1,20,12.25925925925926,7.7407407407407405,69.89889889889889,100.0,0.0,0.0,53.553553553553556,46.44644644644645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 7A,20,12.83083083083083,7.1691691691691695,69.33033033033033,99.4994994994995,0.0,0.0,46.44644644644645,53.053053053053056,0.5005005005005005,0.0,0.0,0.0,0.0,0.0,0.0
UST,20,11.42042042042042,8.57957957957958,59.688688688688686,0.5005005005005005,0.0,0.0,0.0,0.5005005005005005,79.87987987987988,16.816816816816818,2.7027027027027026,0.10010010010010009,0.0,0.0,0.0
Hong Kong Cricket Club D7B,20,8.228228228228229,11.771771771771771,56.07807807807808,0.0,0.0,0.0,0.0,0.0,17.31731731731732,48.848848848848846,26.126126126126124,7.007007007007007,0.7007007007007007,0.0,0.0
Hong Kong Cricket Club D7A,20,8.19119119119119,11.80880880880881,53.87787787787788,0.0,0.0,0.0,0.0,0.0,2.2022022022022023,27.427427427427425,40.14014014014014,23.123123123123122,6.806806806806807,0.3003003003003003,0.0
Thunder 1,20,7.905905905905906,12.094094094094094,51.585585585585584,0.0,0.0,0.0,0.0,0.0,0.10010010010010009,6.106106106106106,26.426426426426424,52.752752752752755,13.913913913913914,0.7007007007007007,0.0
Xavier,20,7.117117117117117,12.882882882882884,47.5965965965966,0.0,0.0,0.0,0.0,0.0,0.0,0.8008008008008007,3.903903903903904,10.41041041041041,41.24124124124124,43.64364364364364,0.0
Social Squash Team,20,8.307307307307308,11.692692692692692,46.24324324324324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7007007007007007,6.606606606606606,37.33733733733734,55.35535535535535,0.0
Kinetic 1,20,2.5745745745745747,17.425425425425427,31.373373373373372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
