Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11
Sha Tin 4,20,19.785785785785787,0.21421421421421422,110.43343343343344,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RELAY 1,20,15.393393393393394,4.606606606606607,84.4084084084084,100.0,0.0,99.3993993993994,0.6006006006006006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thunder 2,20,14.0990990990991,5.900900900900901,75.34934934934935,100.0,0.0,0.6006006006006006,89.68968968968969,9.70970970970971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Cricket Club D10,20,12.476476476476476,7.523523523523524,69.90890890890891,90.8908908908909,0.0,0.0,9.70970970970971,81.18118118118119,6.506506506506507,2.3023023023023024,0.3003003003003003,0.0,0.0,0.0,0.0
United Services Recreation Club 3,20,10.92092092092092,9.07907907907908,63.68368368368368,2.6026026026026026,0.0,0.0,0.0,2.6026026026026026,43.04304304304304,30.73073073073073,23.623623623623622,0.0,0.0,0.0,0.0
Kwai Tsing District Squash Club,20,9.71971971971972,10.28028028028028,62.950950950950954,2.2022022022022023,0.0,0.0,0.0,2.2022022022022023,20.72072072072072,38.53853853853854,38.53853853853854,0.0,0.0,0.0,0.0
Banbil,20,10.941941941941941,9.058058058058059,62.848848848848846,4.3043043043043046,0.0,0.0,0.0,4.3043043043043046,29.72972972972973,28.428428428428425,37.53753753753754,0.0,0.0,0.0,0.0
i-Mask Advance Squash Club 4,20,4.2442442442442445,15.755755755755755,35.893893893893896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.95295295295295,25.925925925925924,20.82082082082082,0.3003003003003003
Mercury,20,4.648648648648649,15.35135135135135,33.69069069069069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.223223223223226,35.03503503503504,41.24124124124124,0.5005005005005005
Squashathon Advance,20,5.1691691691691695,14.83083083083083,33.61061061061061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.823823823823822,38.63863863863864,34.434434434434436,3.1031031031031033
Bravo D10,20,2.6006006006006004,17.3993993993994,26.22122122122122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40040040040040037,3.5035035035035036,96.09609609609609
