Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11
Star River 1,20,17.56056056056056,2.4394394394394396,92.07707707707708,100.0,93.09309309309309,6.806806806806807,0.10010010010010009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Hong Kong Yacht Club Div 12,20,15.632632632632632,4.367367367367367,88.62862862862863,100.0,6.906906906906906,92.09209209209209,1.001001001001001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Physical Chess 4,20,14.297297297297298,5.702702702702703,82.1951951951952,100.00000000000001,0.0,1.1011011011011012,95.8958958958959,3.003003003003003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sha Tin 5,20,13.94994994994995,6.05005005005005,75.65765765765767,98.5985985985986,0.0,0.0,3.003003003003003,95.5955955955956,1.4014014014014013,0.0,0.0,0.0,0.0,0.0,0.0
Winter Warriors,20,12.992992992992994,7.007007007007007,67.90390390390391,1.4014014014014013,0.0,0.0,0.0,1.4014014014014013,93.5935935935936,5.005005005005005,0.0,0.0,0.0,0.0,0.0
Global Squash 2,20,10.594594594594595,9.405405405405405,62.41541541541542,0.0,0.0,0.0,0.0,0.0,5.005005005005005,94.69469469469469,0.3003003003003003,0.0,0.0,0.0,0.0
Hong Kong Football Club 12A,20,8.85085085085085,11.14914914914915,51.64364364364364,0.0,0.0,0.0,0.0,0.0,0.0,0.3003003003003003,86.48648648648648,13.213213213213212,0.0,0.0,0.0
Hong Kong Football Club 12B,20,8.467467467467468,11.532532532532532,47.873873873873876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213213213213212,83.78378378378379,3.003003003003003,0.0,0.0
SKCSC Div 12,20,5.446446446446447,14.553553553553554,42.91991991991992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.003003003003003,96.996996996997,0.0,0.0
CSD Squash Team,20,1.1061061061061062,18.893893893893893,21.57957957957958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.1981981981982,1.8018018018018018
Latecomers,20,1.1011011011011012,18.8988988988989,17.105105105105103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8018018018018018,98.1981981981982
