Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5
Hong Kong Cricket Club M2,16,10.0,6.0,63.0,100.0,66.96696696696696,33.033033033033036,0.0,0.0,0.0
Hong Kong Football Club M2A,16,11.6996996996997,4.3003003003003,61.72072072072072,100.0,33.033033033033036,66.96696696696696,0.0,0.0,0.0
Hong Kong Football Club M2B,16,10.854854854854855,5.145145145145145,56.367367367367365,100.0,0.0,0.0,100.0,0.0,0.0
Ladies Recreation Club M2,16,6.3003003003003,9.6996996996997,43.27927927927928,100.0,0.0,0.0,0.0,100.0,0.0
United Services Recreation Club M2,16,1.145145145145145,14.854854854854855,15.632632632632632,0.0,0.0,0.0,0.0,0.0,100.0
