Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 6B,90.0,80.0,90.0,60.0,80.0,80.0,50
United Services Recreation Club 2,80.0,60.0,70.0,70.0,70.0,70.0,50
Hong Kong Cricket Club 4,30.0,30.0,60.0,70.0,80.0,54.0,50
Kowloon Cricket Club 6A,70.0,60.0,60.0,60.0,20.0,54.0,50
Hong Kong Football Club 6B,70.0,50.0,30.0,50.0,40.0,48.0,50
Hong Kong Football Club 6C,60.0,30.0,40.0,60.0,50.0,48.0,50
Hong Kong Football Club 6A,10.0,60.0,70.0,50.0,40.0,46.0,50
Global Squash 1,20.0,50.0,20.0,30.0,80.0,40.0,50
Friend Club 3,30.0,30.0,40.0,50.0,40.0,38.0,50
Social Squash Team,40.0,50.0,20.0,0.0,0.0,22.0,50
