Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Star River 1,8,6,2,33,27,13,0,4,0,0
Royal Hong Kong Yacht Club Div 12,7,5,2,30,25,10,0,0,0,0
Physical Chess 4,7,5,2,28,23,12,0,4,0,0
Sha Tin 5,7,5,2,28,23,12,0,5,0,1
Global Squash 2,7,5,2,25,20,15,0,0,0,0
Hong Kong Football Club 12A,7,4,3,22,18,17,0,3,0,0
Hong Kong Football Club 12B,7,4,3,21,17,18,0,2,0,0
Winter Warriors,7,3,4,19,17,18,0,1,1,0
SKCSC Div 12,8,2,6,14,12,28,0,2,0,0
CSD Squash Team,8,0,8,11,11,29,18,0,0,0
Latecomers,7,1,6,8,7,28,6,3,0,0
