Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Sha Tin 4,8,8,0,46,38,2,0,1,0,0
RELAY 1,7,6,1,32,26,9,0,0,0,0
Thunder 2,8,6,2,31,25,15,0,1,0,0
United Services Recreation Club 3,8,4,4,24,20,20,0,0,0,0
Hong Kong Cricket Club D10,7,4,3,24,20,15,0,1,0,0
Kwai Tsing District Squash Club,7,4,3,23,19,16,0,0,0,0
Banbil,7,3,4,19,16,19,1,0,0,0
i-Mask Advance Squash Club 4,7,2,5,14,12,23,1,0,0,0
Squashathon Advance,7,2,5,13,11,24,0,0,0,0
Mercury,6,0,6,6,6,24,0,0,0,0
Bravo D10,6,0,6,2,2,28,1,0,0,0
