Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club 6B,8,8,0,43,35,5,0,3,0,0
Hong Kong Football Club 6A,8,6,2,31,25,15,0,4,0,0
Kowloon Cricket Club 6A,7,5,2,25,20,15,1,1,0,0
Uncles,7,4,3,23,19,16,0,0,0,0
Hong Kong Football Club 6B,7,4,3,23,19,16,0,0,0,0
Fusion Squash Club 1,8,4,4,23,19,21,7,0,0,0
Ladies Recreation Club Div 6,7,4,3,22,18,17,0,4,0,0
Hong Kong Football Club 6C,7,3,4,19,16,19,0,0,0,0
Global Squash 1,8,2,6,18,16,24,0,0,0,0
Hong Kong Cricket Club D6,8,2,6,16,14,26,0,0,0,0
Electrify Squash Div 6,8,2,6,13,14,26,4,0,3,0
X-Alpha 3,7,1,6,11,10,25,0,0,0,3
