Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Kowloon Cricket Club 6A,Kowloon Cricket Club,3.5,2.875,0.625
Social Squash Team,HK Squash Centre,1.625,1.0,0.625
United Services Recreation Club 2,United Services Recreation Club,3.3333333333333335,2.7777777777777777,0.5555555555555558
Hong Kong Football Club 6C,Hong Kong Football Club,2.7142857142857144,2.2857142857142856,0.4285714285714288
Kowloon Cricket Club 6B,Kowloon Cricket Club,4.0,3.625,0.375
Global Squash 1,HK Squash Centre,2.375,2.125,0.25
Hong Kong Cricket Club 4,Hong Kong Cricket Club,2.7777777777777777,2.6666666666666665,0.11111111111111116
Hong Kong Football Club 6B,Hong Kong Football Club,2.375,2.4285714285714284,-0.05357142857142838
Friend Club 3,Cornwall Street Squash Centre,1.2222222222222223,1.5555555555555556,-0.33333333333333326
Hong Kong Football Club 6A,Hong Kong Football Club,2.0,2.75,-0.75
