Team,Played,Won,Lost,Points
Physical Chess 3,2,2,0,10
Sha Tin 3,2,1,1,8
Kinetic 2,2,1,1,5
Squashathon Zero,1,1,0,4
TOMCAT,2,0,2,3
i-Mask Advance Squash Club 2,0,0,0,0
LONGVIEW,1,0,1,-1
