Team,Played,Won,Lost,Points
Hong Kong Football Club M2A,2,2,0,10
Hong Kong Cricket Club M2,2,2,0,8
Hong Kong Football Club M2B,2,0,2,4
Ladies Recreation Club M2,1,0,1,2
United Services Recreation Club M2,1,0,1,0
