Team,Played,Won,Lost,Points
JESSICA L1,2,2,0,6
Kowloon Cricket Club L1A,2,1,1,5
Kowloon Cricket Club L1B,2,1,1,4
Hong Kong Football Club L1,1,0,1,1
Hong Kong Cricket Club L1,1,0,1,0
