Team,Played,Won,Lost,Points
Twister,2,2,0,10
The Hong Kong Jockey Club Div 9,2,2,0,9
Centre Squash,2,2,0,8
Hong Kong Football Club 9,2,1,1,7
BOSS,2,1,1,6
The Squash Club 2,2,1,1,6
Kinetic 3,2,1,1,6
i-Mask Advance Squash Club 3,2,0,2,3
Kowloon Cricket Club 9,2,0,2,3
HKPF Squash Team,2,0,2,2
