Team,Played,Won,Lost,Points
Electrify Squash Div 13,2,2,0,10
Hong Kong Football Club 13,2,1,1,8
Squashathon One,2,1,1,7
Yuen Long District Sports Association Limited,2,1,1,4
Happy Squash 4,1,1,0,4
Fusion Squash Club 3,2,1,1,4
Kowloon Cricket Club 13,1,0,1,2
Kinetic 4,1,0,1,2
TNG 2,1,0,1,1
