Team,Played,Won,Lost,Points
The Squash Club 3,2,2,0,11
North District Sports Association 1,2,1,1,7
Craigengower Cricket Club,2,1,1,6
MM Squash,2,1,1,5
Arctic Circle,1,1,0,5
Star River 2,1,1,0,4
X-Alpha 5,1,0,1,2
Squashathon SocGen,2,0,2,2
Greenfield,1,0,1,0
