Team,Played,Won,Lost,Points
Royal Hong Kong Yacht Club Div 12,2,2,0,11
Star River 1,2,2,0,10
Hong Kong Football Club 12B,2,2,0,9
Physical Chess 4,2,1,1,7
Latecomers,2,1,1,6
Winter Warriors,1,1,0,4
Global Squash 2,2,1,1,4
CSD Squash Team,2,0,2,4
Hong Kong Football Club 12A,2,0,2,2
SKCSC Div 12,2,0,2,2
Sha Tin 5,1,0,1,1
