Team,Played,Won,Lost,Points
Hong Kong Football Club M4A,2,2,0,11
SKCSC M4,2,2,0,10
Royal Hong Kong Yacht Club M4,2,2,0,8
Hong Kong Football Club M4B,2,1,1,5
Hong Kong Club Blue,1,1,0,4
WAKO,1,1,0,4
United Services Recreation Club M4,2,0,2,4
Kowloon Cricket Club M4,2,0,2,4
Hong Kong Cricket Club M4,2,0,2,2
Bolton,2,0,2,2
