Team,Played,Won,Lost,Points
Kowloon Cricket Club 2,2,2,0,10
Hong Kong Football Club 2A,1,1,0,4
Hong Kong Football Club 2B,2,0,2,3
Hong Kong Cricket Club D2,1,0,1,1
Young Player 2,0,0,0,0
