Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9
Happy Squash 4,16,13.0,3.0,65.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electrify Squash Div 13,16,11.0,5.0,63.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kowloon Cricket Club 13,16,12.0,4.0,61.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 13,16,8.0,8.0,51.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Squashathon One,16,7.0,9.0,51.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
TNG 2,16,8.0,8.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Fusion Squash Club 3,16,5.0,11.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Yuen Long District Sports Association Limited,16,6.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Kinetic 4,16,2.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
