Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9
The Squash Club 3,16,15.0,1.0,82.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craigengower Cricket Club,16,12.0,4.0,64.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North District Sports Association 1,16,10.0,6.0,60.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
X-Alpha 5,16,10.0,6.0,55.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Arctic Circle,16,10.0,6.0,52.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
MM Squash,16,7.0,9.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Star River 2,16,4.0,12.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Greenfield,16,2.0,14.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Squashathon SocGen,16,2.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
