Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9
i-Mask Advance Squash Club 6,16,12.0,4.0,60.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i-Mask Advance Squash Club 7,16,10.0,6.0,57.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JSA 1,16,9.0,7.0,53.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Bravo D13,16,7.0,9.0,51.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Smart Squash 2,16,8.0,8.0,48.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
HKIS Div 13,16,8.0,8.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Vitality Squash 2,16,6.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
NEXUS 3,16,7.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Smart Squash 3,16,5.0,11.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
