Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9
Kowloon Cricket Club 5,16,16.0,0.0,88.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERROR,16,13.0,3.0,70.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Physical Chess 1,16,12.0,4.0,64.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 5,16,7.0,9.0,47.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Sha Tin 2,16,5.0,11.0,40.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
United Services Recreation Club 2,16,6.0,10.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Happy Squash 2,16,6.0,10.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Squashathon,16,5.0,11.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
NEXUS 2,16,2.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
