Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9
JESSICA L4,16,12.0,4.0,59.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JESSICA Mochis,16,12.0,4.0,55.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Squash Club L4,16,11.0,5.0,51.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club JSA,16,10.0,6.0,47.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kwai Tsing District Squash Club L4,16,5.0,11.0,34.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
Squashathon Ladies,16,6.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Hong Kong Cricket Club L4,16,7.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Hong Kong Cricket Club Rockettes,16,5.0,11.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Hong Kong Football Club L4,16,4.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
