Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc
Hong Kong Cricket Club M2A,66.66666666666666,0.0,-33.33333333333333,33.33333333333333,16.666666666666664
Hong Kong Football Club M2B,50.0,25.0,-75.0,50.0,12.5
Hong Kong Football Club M2A,0.0,0.0,50.0,0.0,12.5
Hong Kong Cricket Club M2B,0.0,0.0,25.0,-16.66666666666667,2.0833333333333286
Ladies Recreation Club M2A,33.33333333333334,0.0,0.0,-33.33333333333333,0.0
Ladies Recreation Club M2B,0.0,-66.66666666666667,50.0,0.0,-4.166666666666668
