Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Hong Kong Football Club 12B,50.0,10.0,100.0,0.0,75.0,47.0
Sea Bear,66.66666666666667,66.66666666666667,0.0,33.33333333333334,33.33333333333334,40.0
Hong Kong Football Club 12A,0.0,30.0,-10.0,30.0,100.0,30.0
North District Sports Association 1,-33.33333333333333,0.0,66.66666666666667,0.0,100.0,26.66666666666667
Alpha CUHK,-50.0,33.33333333333334,16.66666666666667,33.33333333333334,100.0,26.66666666666667
CSD Squash Team,0.0,-16.66666666666667,50.0,100.0,0.0,26.666666666666664
Hong Kong Racketlon Assoication 2,0.0,-33.33333333333333,50.0,0.0,66.66666666666666,16.666666666666664
South China Athletic Association,-33.33333333333334,16.666666666666657,0.0,-16.66666666666667,66.66666666666666,6.666666666666657
ZOMA,25.0,25.0,-25.0,-75.0,66.66666666666667,3.3333333333333357
Latecomers,-33.33333333333334,0.0,0.0,0.0,0.0,-6.666666666666668
Star River 2,-25.0,-25.0,0.0,-33.33333333333333,-33.33333333333333,-23.333333333333332
