Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Hong Kong Football Club L1,0.0,66.66666666666666,66.66666666666666,44.44444444444444
Kowloon Cricket Club L1A,0.0,0.0,50.0,16.666666666666657
JESSICA L1,16.666666666666657,16.666666666666657,-8.333333333333343,8.333333333333321
Hong Kong Cricket Club L1,-66.66666666666666,0.0,0.0,-22.222222222222218
Kowloon Cricket Club L1B,-16.66666666666667,-33.33333333333334,-33.33333333333334,-27.777777777777786
