Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Physical Chess 2,53.333333333333336,73.33333333333333,80.0,80.0,69.23076923076923,71.17948717948717,73
Hong Kong Football Club 7B,53.333333333333336,80.0,86.66666666666667,73.33333333333333,57.14285714285714,70.0952380952381,74
i-Mask Advance Squash Club 1,81.25,81.25,37.5,50.0,42.857142857142854,58.57142857142857,78
Hong Kong Football Club 7A,60.0,33.33333333333333,60.0,53.333333333333336,71.42857142857143,55.61904761904761,74
UST,57.14285714285714,80.0,60.0,28.57142857142857,41.66666666666667,53.47619047619048,70
Hong Kong Cricket Club D7B,13.333333333333334,46.666666666666664,40.0,53.333333333333336,78.57142857142857,46.38095238095239,74
Xavier,64.28571428571429,35.714285714285715,35.714285714285715,71.42857142857143,0.0,41.42857142857143,62
Hong Kong Cricket Club D7A,46.15384615384615,42.857142857142854,57.14285714285714,46.15384615384615,11.11111111111111,40.68376068376068,63
Thunder 1,50.0,43.75,43.75,31.25,30.76923076923077,39.90384615384615,77
Social Squash Team,40.0,13.333333333333334,40.0,46.666666666666664,50.0,38.0,74
Kinetic 1,31.25,18.75,12.5,18.75,53.84615384615385,27.019230769230766,77
