Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club 1A,9,8,1,27,20,7,1,1,1,0
Hong Kong Football Club 1A,9,6,3,22,16,11,0,0,0,0
Hong Kong Cricket Club 1,8,6,2,20,14,10,0,0,0,0
FWD,9,3,6,16,13,14,0,0,0,1
Hong Kong Football Club 1B,9,2,7,11,9,18,0,1,0,0
Kowloon Cricket Club 1B,8,1,7,7,6,18,1,0,0,0
