Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Sha Tin 5,8,8,0,38,30,10,0,0,0,0
BOSS,8,6,2,31,25,15,0,0,0,0
Kinetic 3,8,7,1,30,23,17,0,0,0,0
Tuen Mun Squash Club,9,5,4,29,24,21,0,0,0,0
Global Squash 2,8,5,3,27,22,18,0,0,0,0
Star River 1,9,4,5,26,22,23,0,0,0,0
The Squash Club 3,8,4,4,26,22,18,0,0,0,0
HKCC Tuesday Night Rockers,8,3,5,22,19,21,0,0,0,0
7NT,8,1,7,16,15,25,0,0,0,0
i-Mask Advance Squash Club 4,8,1,7,15,14,26,0,0,0,0
Invader Squash,8,1,7,10,9,31,0,0,0,0
