Home Team,Away Team,Venue,Match Week,Date
Squashathon,ERROR,Cornwall Street Squash Centre,12,2026-01-09
Happy Squash 2,NEXUS 2,Yeung Uk Road Sports Centre,12,2026-01-09
NEXUS 2,Squashathon,Cornwall Street Squash Centre,13,2026-01-16
Sha Tin 2,Physical Chess 1,HK Squash Centre,13,2026-01-16
Physical Chess 1,ERROR,Cornwall Street Squash Centre,14,2026-01-23
NEXUS 2,Physical Chess 1,Cornwall Street Squash Centre,15,2026-01-30
ERROR,Sha Tin 2,Cornwall Street Squash Centre,15,2026-01-30
Sha Tin 2,NEXUS 2,Cornwall Street Squash Centre,16,2026-02-06
Squashathon,Happy Squash 2,HK Squash Centre,16,2026-02-06
NEXUS 2,ERROR,HK Squash Centre,17,2026-02-13
