Home Team,Away Team,Venue,Match Week,Date
North District Sports Association 2,Physical Chess 5,Cornwall Street Squash Centre,12,2026-01-31
Physical Chess 5,TNG 3,Cornwall Street Squash Centre,13,2026-02-07
The Squash Club 4,8 Virtues + 1,Cornwall Street Squash Centre,14,2026-02-14
North District Sports Association 2,RELAY 2,Pei Ho Street Sports Centre,14,2026-02-14
The Squash Club 4,Royal Hong Kong Yacht Club Div 14,Cornwall Street Squash Centre,16,2026-03-14
North District Sports Association 2,TKO Junior 1,Cornwall Street Squash Centre,16,2026-03-14
North District Sports Association 2,Ladies Recreation Club Div 14,Pei Ho Street Sports Centre,17,2026-03-21
TKO Junior 1,TNG 3,Cornwall Street Squash Centre,17,2026-03-21
8 Virtues + 1,Physical Chess 5,HK Squash Centre,17,2026-03-21
TNG 3,North District Sports Association 2,Cornwall Street Squash Centre,18,2026-03-28
TNG 3,Ladies Recreation Club Div 14,HK Squash Centre,19,2026-04-11
TKO Junior 1,The Squash Club 4,HK Squash Centre,19,2026-04-11
Fusion Squash Club 4,Squash-On,HK Squash Centre,19,2026-04-11
Physical Chess 5,RELAY 2,HK Squash Centre,20,2026-04-18
TNG 3,Hong Kong Football Club 14,HK Squash Centre,20,2026-04-18
North District Sports Association 2,Squash-On,Pei Ho Street Sports Centre,21,2026-04-25
Physical Chess 5,TKO Junior 1,Cornwall Street Squash Centre,22,2026-05-02
The Squash Club 4,Hong Kong Football Club 14,Cornwall Street Squash Centre,22,2026-05-02
