Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc
Hong Kong Cricket Club M2A,50.0,16.66666666666667,-33.33333333333333,23.333333333333336,14.166666666666664
Hong Kong Football Club M2B,55.55555555555556,-2.7777777777777857,-50.0,20.0,5.694444444444443
Hong Kong Football Club M2A,-11.904761904761912,23.80952380952381,3.333333333333343,-16.666666666666657,-0.3571428571428612
Ladies Recreation Club M2B,-16.666666666666664,-30.0,33.33333333333333,0.0,-3.333333333333332
Ladies Recreation Club M2A,5.714285714285708,-11.42857142857143,-5.714285714285715,-6.666666666666671,-4.523809523809533
Hong Kong Cricket Club M2B,-21.42857142857143,-17.85714285714286,-3.5714285714285694,-33.333333333333336,-19.04761904761905
