Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club 6B,3,3,0,15,12,3,0,0,0,0
Kowloon Cricket Club 6A,3,2,1,13,11,4,0,0,0,0
Hong Kong Cricket Club 4,3,2,1,12,10,5,0,0,0,0
United Services Recreation Club 2,2,2,0,10,8,2,0,0,0,0
Hong Kong Football Club 6B,3,2,1,9,7,8,0,0,0,0
Friend Club 3,3,1,2,7,6,9,0,0,0,0
Hong Kong Football Club 6A,2,1,1,6,5,5,0,0,0,0
Social Squash Team,3,1,2,5,4,11,0,0,0,0
Hong Kong Football Club 6C,3,0,3,4,4,11,0,0,0,0
Global Squash 1,3,0,3,3,3,12,0,0,0,0
