Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Hong Kong Football Club L1,50.0,50.0,100.0,66.66666666666667
Kowloon Cricket Club L1A,100.0,0.0,100.0,66.66666666666666
JESSICA L1,0.0,50.0,50.0,33.33333333333333
Hong Kong Cricket Club L1,-100.0,0.0,0.0,-33.333333333333336
Kowloon Cricket Club L1B,-100.0,-100.0,-100.0,-100.0
