Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Hong Kong Football Club M1B,0.0,0.0,0.0,0.0
Hong Kong Cricket Club M1A,-50.0,-50.0,0.0,-33.333333333333336
Ladies Recreation Club M1,-100.0,-100.0,0.0,-66.66666666666666
Hong Kong Football Club M1A,-100.0,-100.0,0.0,-66.66666666666667
