Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Hong Kong Football Club 1B,-50.0,50.0,50.0,16.666666666666664
Kowloon Cricket Club 1A,50.0,0.0,0.0,16.666666666666657
Hong Kong Cricket Club 1,50.0,50.0,-100.0,0.0
FWD,-50.0,50.0,-50.0,-16.666666666666664
Hong Kong Football Club 1A,50.0,0.0,-100.0,-16.666666666666664
Kowloon Cricket Club 1B,-50.0,0.0,-50.0,-33.333333333333336
