Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Head Shatin 4,63.63636363636363,100.0,90.9090909090909,95.45454545454545,77.27272727272727,85.45454545454545,110
Perrier Sergio Tacchini KCC 7,100.0,81.81818181818183,77.27272727272727,59.09090909090909,71.42857142857143,77.92207792207792,109
Hong Kong Cricket Club 6,81.81818181818183,63.63636363636363,45.45454545454545,40.909090909090914,63.63636363636363,59.0909090909091,110
HKU 2,59.09090909090909,59.09090909090909,77.27272727272727,57.14285714285714,38.095238095238095,58.13852813852814,108
i-MASK Advance Squash Club 7,38.095238095238095,33.33333333333333,71.42857142857143,47.61904761904761,50.0,48.09523809523809,104
Hong Kong Football Club 11,50.0,45.45454545454545,45.45454545454545,45.45454545454545,50.0,47.27272727272727,106
Studio Pro,9.090909090909092,36.36363636363637,50.0,63.63636363636363,66.66666666666666,45.15151515151515,109
Flash,57.14285714285714,23.809523809523807,33.33333333333333,42.857142857142854,40.0,39.42857142857143,104
Kinetic 3,63.63636363636363,40.909090909090914,22.727272727272727,31.818181818181817,28.57142857142857,37.532467532467535,109
Banbil,22.727272727272727,50.0,50.0,18.181818181818183,38.095238095238095,35.8008658008658,109
Star River 2,22.727272727272727,22.727272727272727,18.181818181818183,52.38095238095239,42.857142857142854,31.774891774891778,108
Los Galacticos,30.0,40.0,15.0,44.44444444444444,25.0,30.888888888888893,94
