Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
GS 1,88.88888888888889,88.88888888888889,77.77777777777779,83.33333333333334,80.0,83.77777777777779,87
Spirit 2,61.111111111111114,100.0,88.88888888888889,88.23529411764706,73.33333333333333,82.31372549019608,86
Friend Club 4,94.44444444444444,55.55555555555556,33.33333333333333,61.111111111111114,40.0,56.88888888888889,87
The Zero Squash Club 1,27.77777777777778,44.44444444444444,72.22222222222221,64.70588235294117,68.75,55.580065359477125,87
Hong Kong Football Club 7,55.55555555555556,38.88888888888889,55.55555555555556,55.55555555555556,62.5,53.61111111111111,88
i-Mask Advance Squash Club 5,35.294117647058826,41.17647058823529,47.05882352941176,64.70588235294117,64.70588235294117,50.588235294117645,85
Yuen Long Squash Club,23.52941176470588,29.411764705882355,64.70588235294117,37.5,36.36363636363637,38.30213903743315,78
Giant 3,38.88888888888889,55.55555555555556,16.666666666666664,27.77777777777778,15.384615384615385,30.854700854700855,85
WSC NOSET,16.666666666666664,27.77777777777778,27.77777777777778,5.555555555555555,28.57142857142857,21.269841269841272,86
Graduated,55.55555555555556,16.666666666666664,16.666666666666664,6.666666666666667,0.0,19.11111111111111,79
