Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M1A,16,13,3,46,33,15,0,2,0,0
Hong Kong Football Club M1B,14,11,3,42,31,11,0,3,0,0
Hong Kong Cricket Club M1A,15,6,9,30,24,21,1,1,0,0
Hong Kong Cricket Club M1B,15,5,10,21,16,29,8,1,0,0
Squashathon M+,14,2,12,9,7,35,0,2,0,0
