Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
The Squash Club 4,19,16,3,92,76,19,1,10,0,1
Royal Hong Kong Yacht Club Div 14,19,16,3,87,71,24,0,3,0,0
North District Sports Association 2,19,15,4,86,71,24,0,15,0,0
Physical Chess 5,19,12,7,72,60,35,0,10,0,0
8 Virtues + 1,19,11,8,62,52,43,6,3,1,5
TKO Junior 1,19,10,9,59,49,46,1,7,0,0
Hong Kong Football Club 14,19,9,10,49,40,55,24,1,0,1
RELAY 2,19,7,12,47,41,54,5,14,1,2
TNG 3,18,8,10,36,39,51,3,0,7,0
Ladies Recreation Club Div 14,18,4,14,32,29,61,4,4,1,1
Squash-On,19,4,15,30,26,69,23,1,0,1
Fusion Squash Club 4,19,1,18,11,11,84,7,6,1,0
