Home Team,Away Team,Venue,Match Week,Date,Avg Simulated Home Points,Avg Simulated Away Points
NEXUS 3,X-Alpha 4,Cornwall Street Squash Centre,17,2025-03-07,3.156631326265253,2.843368673734747
Happy Squash 3,Dynamos Squash,Wai Tsuen Sports Centre,17,2025-03-07,1.6975395079015803,4.30246049209842
LONGVIEW,Vitality Squash 2,Kwun Chung Sports Centre,17,2025-03-07,2.134026805361072,3.865973194638928
Fusion Squash Club 1,MERCURY,HK Squash Centre,17,2025-03-07,3.871374274854971,2.128625725145029
MERCURY,Vitality Squash 2,HK Squash Centre,18,2025-03-14,2.7543508701740347,3.2456491298259653
LONGVIEW,Happy Squash 3,Kwun Chung Sports Centre,18,2025-03-14,2.7285457091418284,3.2714542908581716
Dynamos Squash,NEXUS 3,Tsing Yi Sports Centre,18,2025-03-14,3.971394278855771,2.028605721144229
X-Alpha 4,Fusion Squash Club 1,Pei Ho Street Sports Centre,18,2025-03-14,2.7201440288057612,3.2798559711942388
X-Alpha 4,Dynamos Squash,Pei Ho Street Sports Centre,19,2025-03-21,2.3440688137627523,3.6559311862372477
NEXUS 3,LONGVIEW,Cornwall Street Squash Centre,19,2025-03-21,4.164632926585317,1.835367073414683
Happy Squash 3,MERCURY,Wai Tsuen Sports Centre,19,2025-03-21,2.7925585117023406,3.2074414882976594
Fusion Squash Club 1,Vitality Squash 2,HK Squash Centre,19,2025-03-21,3.6213242648529707,2.3786757351470293
Happy Squash 3,Vitality Squash 2,Yeung Uk Road Sports Centre,20,2025-03-28,2.6839367873574713,3.3160632126425287
NEXUS 3,MERCURY,Cornwall Street Squash Centre,20,2025-03-28,3.5407081416283255,2.4592918583716745
LONGVIEW,X-Alpha 4,Kwun Chung Sports Centre,20,2025-03-28,1.9661932386477294,4.03380676135227
Dynamos Squash,Fusion Squash Club 1,Tsing Yi Sports Centre,20,2025-03-28,3.530506101220244,2.469493898779756
NEXUS 3,Happy Squash 3,Cornwall Street Squash Centre,21,2025-04-11,3.9507901580316065,2.0492098419683935
X-Alpha 4,Vitality Squash 2,Cornwall Street Squash Centre,21,2025-04-11,3.381876375275055,2.618123624724945
Dynamos Squash,MERCURY,Tsing Yi Sports Centre,21,2025-04-11,4.3278655731146225,1.672134426885377
LONGVIEW,Fusion Squash Club 1,Cornwall Street Squash Centre,21,2025-04-11,1.6595319063812763,4.340468093618724
