Home Team,Away Team,Venue,Match Week,Date,Avg Simulated Home Points,Avg Simulated Away Points
The Squash Club 2,Hong Kong Cricket Club 6,Cornwall Street Squash Centre,12,2025-01-15,3.420710355177589,2.579289644822411
Xavier,Kowloon Cricket Club 7,Cornwall Street Squash Centre,12,2025-01-15,2.974487243621811,3.025512756378189
Twister 2,Physical Chess 2,Cornwall Street Squash Centre,12,2025-01-15,1.751375687843922,4.248624312156078
Physical Chess 2,Xavier,Cornwall Street Squash Centre,13,2025-01-22,2.8469234617308654,3.1530765382691346
Kowloon Cricket Club 7,The Squash Club 2,Kowloon Cricket Club,13,2025-01-22,3.1885942971485743,2.8114057028514257
Hong Kong Cricket Club 6,Hong Kong Football Club 7B,Hong Kong Cricket Club,13,2025-01-22,2.7158579289644824,3.2841420710355176
Kowloon Cricket Club 7,Hong Kong Football Club 7B,Kowloon Cricket Club,14,2025-02-12,2.9524762381190595,3.0475237618809405
Physical Chess 2,The Squash Club 2,Cornwall Street Squash Centre,14,2025-02-12,2.740370185092546,3.259629814907454
Twister 2,Xavier,Cornwall Street Squash Centre,14,2025-02-12,1.5947973986993498,4.40520260130065
The Squash Club 2,Twister 2,Cornwall Street Squash Centre,15,2025-02-19,4.428714357178589,1.5712856428214108
Hong Kong Football Club 7B,Physical Chess 2,Hong Kong Football Club,15,2025-02-19,3.5247623811905955,2.4752376188094045
Kowloon Cricket Club 7,Hong Kong Cricket Club 6,Kowloon Cricket Club,15,2025-02-19,3.4582291145572785,2.5417708854427215
Physical Chess 2,Hong Kong Cricket Club 6,Cornwall Street Squash Centre,16,2025-02-26,3.167583791895948,2.832416208104052
Twister 2,Hong Kong Football Club 7B,Cornwall Street Squash Centre,16,2025-02-26,1.4467233616808404,4.55327663831916
Xavier,The Squash Club 2,Cornwall Street Squash Centre,16,2025-02-26,2.8864432216108056,3.1135567783891944
Hong Kong Football Club 7B,Xavier,Hong Kong Football Club,17,2025-03-05,3.422211105552776,2.577788894447224
Hong Kong Cricket Club 6,Twister 2,Hong Kong Cricket Club,17,2025-03-05,4.325162581290646,1.6748374187093547
Kowloon Cricket Club 7,Physical Chess 2,Kowloon Cricket Club,17,2025-03-05,3.4777388694347176,2.5222611305652824
Twister 2,Kowloon Cricket Club 7,Cornwall Street Squash Centre,18,2025-03-12,1.6058029014507254,4.394197098549275
Xavier,Hong Kong Cricket Club 6,Cornwall Street Squash Centre,18,2025-03-12,3.291645822911456,2.708354177088544
Hong Kong Football Club 7B,The Squash Club 2,Hong Kong Football Club,18,2025-03-12,3.308154077038519,2.691845922961481
Hong Kong Cricket Club 6,The Squash Club 2,Hong Kong Cricket Club,19,2025-03-19,2.911455727863932,3.088544272136068
Kowloon Cricket Club 7,Xavier,Kowloon Cricket Club,19,2025-03-19,3.3571785892946475,2.6428214107053525
Physical Chess 2,Twister 2,Cornwall Street Squash Centre,19,2025-03-19,4.32216108054027,1.6778389194597298
Xavier,Physical Chess 2,Cornwall Street Squash Centre,20,2025-03-26,3.1395697848924464,2.8604302151075536
The Squash Club 2,Kowloon Cricket Club 7,Cornwall Street Squash Centre,20,2025-03-26,3.0740370185092547,2.9259629814907453
Hong Kong Cricket Club 6,Hong Kong Football Club 7B,Hong Kong Cricket Club,20,2025-03-26,2.6993496748374186,3.3006503251625814
Hong Kong Cricket Club 6,Physical Chess 2,Hong Kong Cricket Club,21,2025-04-02,3.134567283641821,2.865432716358179
Hong Kong Football Club 7B,Twister 2,Hong Kong Football Club,21,2025-04-02,4.713856928464232,1.2861430715357678
The Squash Club 2,Xavier,Cornwall Street Squash Centre,21,2025-04-02,3.1510755377688846,2.8489244622311154
