Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
JESSICA L4,100.0,80.0,100.0,93.33333333333333,14
Hong Kong Cricket Club L4,87.5,100.0,42.857142857142854,76.78571428571429,23
Hong Kong Football Club JSA,50.0,100.0,75.0,75.0,12
Hong Kong Football Club L4,40.0,40.0,80.0,53.333333333333336,15
Electrify Squash Ladies,20.0,0.0,50.0,23.333333333333332,14
JESSICA Smashin' Mochi,16.666666666666664,16.666666666666664,0.0,11.111111111111109,18
i-Mask Advance Squash Club L4,0.0,0.0,20.0,6.666666666666667,19
