Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Energy Squash Club 2,12.5,0.0,25.0,33.33333333333333,66.66666666666666,27.499999999999993
HKIS Div 13,-16.66666666666667,-16.66666666666667,60.0,-25.0,100.0,20.33333333333333
Energy Squash Club 1,27.14285714285714,9.523809523809526,38.0952380952381,-10.0,16.666666666666664,16.285714285714285
SocGen Squash,28.57142857142857,38.0952380952381,2.3809523809523654,3.333333333333343,0.0,14.476190476190467
i-Mask Advance Squash Club 5,-22.222222222222214,8.333333333333329,-27.77777777777778,40.0,66.66666666666666,13.0
Electrify Squash Div 13,10.0,0.0,16.666666666666657,16.666666666666657,0.0,8.666666666666657
Happy Squash 4,-15.0,5.0,-10.0,20.634920634920633,33.33333333333333,6.793650793650794
Yuen Long District Sports Association Limited,-15.714285714285715,-10.0,-33.33333333333333,31.42857142857143,35.714285714285715,1.6190476190476204
Kinetic 4,12.5,0.0,0.0,-16.07142857142857,-6.666666666666671,-2.047619047619044
X-Alpha 5,-39.393939393939405,-5.454545454545453,-20.0,-4.444444444444443,46.42857142857143,-4.572871572871577
Sha Tin 6,-2.7777777777777857,8.333333333333343,18.055555555555557,-62.5,4.761904761904773,-6.8253968253968225
Fusion Squash Club 2,-33.33333333333334,8.333333333333343,-33.33333333333334,-26.190476190476204,-13.333333333333343,-19.571428571428584
