Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Friend Club 3,Cornwall Street Squash Centre,3.0,1.6666666666666667,1.3333333333333333
Kowloon Cricket Club 6A,Kowloon Cricket Club,3.6666666666666665,2.5,1.1666666666666665
United Services Recreation Club 2,United Services Recreation Club,3.8,2.6666666666666665,1.1333333333333333
Kowloon Cricket Club 6B,Kowloon Cricket Club,4.5,4.0,0.5
Hong Kong Football Club 6B,Hong Kong Football Club,2.3333333333333335,2.0,0.3333333333333335
Hong Kong Cricket Club 4,Hong Kong Cricket Club,3.0,2.75,0.25
Global Squash 1,HK Squash Centre,1.75,1.6666666666666667,0.08333333333333326
Hong Kong Football Club 6C,Hong Kong Football Club,2.0,2.25,-0.25
Social Squash Team,HK Squash Centre,0.6666666666666666,1.25,-0.5833333333333334
Hong Kong Football Club 6A,Hong Kong Football Club,2.0,3.0,-1.0
