Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,VenueType,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
X-Alpha 4,Smart Squash 1,Cornwall Street Squash Centre,1,03/10/2025,2-3,"['3-1', '3-2', '1-3', '0-3', '0-3']",2,3,7,12,shared_home,X-Alpha 4,X-Alpha 4,Smart Squash 1,Smart Squash 1,Smart Squash 1
Fusion Squash Club 2,Happy Squash 3,HK Squash Centre,1,03/10/2025,2-3,"['3-1', '3-2', '0-3', 'CR', 'CR']",2,3,6,12,home,Fusion Squash Club 2,Fusion Squash Club 2,Happy Squash 3,,
TNG 1,Vitality Squash 1,Cornwall Street Squash Centre,1,03/10/2025,1-4,"['2-3', '3-1', 'CR', 'CR', 'CR']",1,4,5,13,home,Vitality Squash 1,TNG 1,,,
