Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
SKCSC M4,100.0,100.0,75.0,100.0,100.0,95.0,20
United Services Recreation Club M4,57.14285714285714,57.14285714285714,57.14285714285714,85.71428571428571,100.0,71.42857142857142,35
Hong Kong Football Club M4B,66.66666666666666,100.0,66.66666666666666,66.66666666666666,33.33333333333333,66.66666666666666,15
Hong Kong Football Club M4A,40.0,80.0,60.0,60.0,80.0,64.0,25
WAKO,33.33333333333333,33.33333333333333,66.66666666666666,66.66666666666666,100.0,60.0,15
Kowloon Cricket Club M4,25.0,75.0,50.0,50.0,25.0,45.0,20
Hong Kong Club Blue,16.666666666666664,16.666666666666664,50.0,66.66666666666666,66.66666666666666,43.33333333333333,30
Bolton,100.0,50.0,0.0,0.0,50.0,40.0,10
Hong Kong Cricket Club M4,25.0,25.0,50.0,50.0,25.0,35.0,20
Royal Hong Kong Yacht Club M4,22.22222222222222,33.33333333333333,22.22222222222222,11.11111111111111,33.33333333333333,24.444444444444443,45
