Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Energy Squash Club 2,HK Squash Centre,3.1666666666666665,1.2,1.9666666666666666
HKIS Div 13,HK Squash Centre,2.6666666666666665,0.75,1.9166666666666665
Energy Squash Club 1,Kwun Chung Sports Centre,2.857142857142857,1.3333333333333333,1.523809523809524
i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,2.6666666666666665,1.2857142857142858,1.3809523809523807
Yuen Long District Sports Association Limited,Yuen Long Jockey Club Squash Courts,3.0,1.7142857142857142,1.2857142857142858
X-Alpha 5,Tai Po Sports Ground,3.125,2.0,1.125
Sha Tin 6,Cornwall Street Squash Centre,4.2,3.125,1.0750000000000002
Happy Squash 4,Wai Tsuen Sports Centre,2.3333333333333335,1.375,0.9583333333333335
Kinetic 4,Pei Ho Street Sports Centre,2.4,1.5,0.8999999999999999
Fusion Squash Club 2,HK Squash Centre,2.7142857142857144,2.2,0.5142857142857142
SocGen Squash,HK Squash Centre,3.2,2.8,0.40000000000000036
Electrify Squash Div 13,HK Squash Centre,4.6,4.2,0.39999999999999947
