Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Royal Hong Kong Yacht Club Div 15,13,10,3,55,45,20
Squashathon One,13,9,4,49,40,25
Physical Chess 5,14,9,5,45,38,32
Hong Kong Cricket Club 8,15,6,9,44,38,37
HKIS Div 15,14,8,6,40,32,38
United Services Recreation Club 4,14,5,9,32,29,41
Sha Tin 7,15,2,13,25,23,52
