Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Dynamos Squash,17,16,1,88,72,10
Fusion Squash Club 1,17,12,5,61,49,36
X-Alpha 4,17,9,8,51,42,43
NEXUS 3,17,6,11,44,38,47
Happy Squash 3,17,7,10,43,37,48
Vitality Squash 2,17,7,10,43,37,46
MERCURY,17,7,10,39,33,52
LONGVIEW,17,4,13,33,29,55
