Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
JESSICA L3,17,11,6,44,33,18
Hong Kong Cricket Club Rockettes,17,9,8,39,30,21
i-Mask Advance Squash Club L3,17,9,8,37,28,23
Hong Kong Football Club L3B,17,9,8,30,21,30
Hong Kong Football Club L3C,17,6,11,28,22,29
Hong Kong Football Club L3A,17,7,10,26,19,32
