Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 15,16,15,1,80,65,15
RELAY 2,17,13,4,75,62,23
Squash-On,16,11,5,61,50,29
Fusion Squash Club 3,17,6,11,41,35,50
TNG 3,17,7,10,39,34,51
i-Mask Advance Squash Club 6,17,6,11,39,33,52
Squashathon MeGa,16,6,9,39,33,44
Serve - Ivors,16,1,14,4,14,62
