Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Ladies Recreation Club Div 14,17,15,2,79,64,21
North District Sports Association 3,17,12,5,64,52,33
Kowloon Cricket Club 14,16,11,5,59,52,28
Hong Kong Football Club 14B,16,8,8,50,45,35
Electrify Squash Div 14,17,6,11,44,38,47
Hong Kong Football Club 14A,17,7,10,42,37,48
8 Virtues + 1,17,8,9,36,34,51
X-Alpha 6,17,0,17,0,13,72
