Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
CSD Squash Team,25.0,-25.0,50.0,100.0,0.0,30.0
North District Sports Association 1,-16.66666666666667,0.0,50.0,0.0,16.66666666666667,10.0
Hong Kong Racketlon Assoication 2,0.0,-25.0,25.0,0.0,50.0,10.0
Star River 2,15.0,35.0,0.0,0.0,0.0,9.999999999999996
South China Athletic Association,-25.0,16.66666666666667,0.0,-8.333333333333329,41.66666666666667,5.000000000000014
Winter Warriors,8.333333333333343,58.33333333333334,5.0,-26.666666666666657,-25.0,4.000000000000014
Hong Kong Football Club 12A,-25.0,-17.85714285714286,-7.142857142857146,8.333333333333343,50.000000000000014,1.6666666666666714
Latecomers,8.333333333333343,0.0,0.0,0.0,0.0,1.6666666666666679
Alpha CUHK,-25.0,20.0,-10.0,15.0,0.0,0.0
Sea Bear,10.0,40.0,-50.0,25.0,-25.0,0.0
Hong Kong Football Club 12B,20.0,-30.0,20.0,-35.0,25.0,0.0
ZOMA,-8.333333333333329,16.66666666666667,16.66666666666667,-66.66666666666666,10.0,-6.333333333333329
