Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club 6B,16,16,0,77,61,19,0,0,0,0
United Services Recreation Club 2,16,11,5,62,51,29,0,0,0,0
Kowloon Cricket Club 6A,16,10,6,59,49,31,0,0,0,0
Hong Kong Cricket Club 4,16,9,7,52,43,37,0,0,0,0
Hong Kong Football Club 6B,16,8,8,47,39,41,0,1,0,0
Hong Kong Football Club 6C,16,7,9,47,40,40,0,0,0,0
Hong Kong Football Club 6A,16,7,9,45,38,42,0,0,0,0
Global Squash 1,16,8,8,43,35,45,0,0,0,0
Friend Club 3,16,2,14,25,23,57,1,0,0,0
Social Squash Team,16,2,14,23,21,59,0,0,0,0
