Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club L2,15,14,1,61,47,13,0,0,0,2
Hong Kong Football Club L2B,16,13,3,57,44,20,1,1,0,0
JESSICA L2,16,8,8,49,41,23,2,1,0,0
Hong Kong Football Club L2A,16,5,11,34,29,35,1,2,0,0
Hong Kong Cricket Club L2,15,3,12,17,14,46,0,1,0,0
Hong Kong Football Club L2C,16,4,12,15,13,51,1,0,2,0
