Team Name,Home,Average Home Score,Average Away Score,Difference
Hong Kong Football Club 19,Hong Kong Football Club (HKFC),3.75,2.5,1.25
Diocesan,Cornwall Street (CSPSC),2.0,1.0,1.0
KYS 2,HK Squash Centre (HKSC),1.2,0.5,0.7
North District Sport Association 2,Cornwall Street (CSPSC),4.5,4.0,0.5
TNG 4,Cornwall Street (CSPSC),2.6666666666666665,3.0,-0.3333333333333335
HEAD SHATIN 7,Cornwall Street (CSPSC),2.0,3.0,-1.0
i-Mask Advance Squash Club 13,Cornwall Street (CSPSC),3.0,4.0,-1.0
