Team Name,Home,Average Home Score,Average Away Score,Difference
Hong Kong Football Club L2C,Hong Kong Football Club (HKFC),3.0,1.0,2.0
United,Kwun Chung (KCSC),2.0,0.3333333333333333,1.6666666666666667
Hong Kong Football Club L2B,Hong Kong Football Club (HKFC),3.5,2.5,1.0
Hong Kong Cricket Club L2A,Hong Kong Cricket Club (HKCC),3.0,3.0,0.0
Hong Kong Football Club L2A,Hong Kong Football Club (HKFC),2.5,2.5,0.0
Hong Kong Cricket Club L2B,Hong Kong Cricket Club (HKCC),0.0,1.0,-1.0
Hong Kong Cricket Club L2C,Hong Kong Cricket Club (HKCC),0.0,1.0,-1.0
