Team Name,Home,Average Home Score,Average Away Score,Difference
Kwai Tsing District Squash Club 2,Cornwall Street (CSPSC),4.75,1.5,3.25
Craigengower Cricket Club,Craigengower Cricket Club (CCC),2.1666666666666665,0.0,2.1666666666666665
Mad Hatters,Cornwall Street (CSPSC),4.25,2.3333333333333335,1.9166666666666665
Squashthon,Kwun Chung (KCSC),3.3333333333333335,1.5,1.8333333333333335
KYS 1,Harbour Road (HRSC),2.8333333333333335,1.6,1.2333333333333334
Friend Club 5,Cornwall Street (CSPSC),0.5,0.4,0.09999999999999998
Warriors 3,Pei Ho Street (PHSSC),3.6,3.6666666666666665,-0.06666666666666643
Mark Six,Cornwall Street (CSPSC),3.0,3.2,-0.20000000000000018
