Team Name,Home,Average Home Score,Average Away Score,Difference
Hong Kong Club Gold,HK CLUB,1.8333333333333333,0.8,1.0333333333333332
Hong Kong Football Club M1B,Hong Kong Football Club (HKFC),2.75,2.25,0.5
The Expendables,Ladies Recreation Club (LRC),3.0,2.8333333333333335,0.16666666666666652
Hong Kong Football Club M1A,Hong Kong Football Club (HKFC),1.5,1.5,0.0
Hong Kong Cricket Club M1B,Hong Kong Cricket Club (HKCC),1.5,2.0,-0.5
Hong Kong Cricket Club M1A,Hong Kong Cricket Club (HKCC),1.8,2.3333333333333335,-0.5333333333333334
