Team Name,Home,Average Home Score,Average Away Score,Difference
Hong Kong Football Club M4,Hong Kong Football Club (HKFC),1.6,1.0,0.6000000000000001
Alpha CUHK Master,Chinese University of HK (CUHK),4.4,4.2,0.20000000000000018
Hong Kong Cricket Club M4,Hong Kong Cricket Club (HKCC),3.2,3.0,0.20000000000000018
WAKO Masters,Masters - Java Road (M - JRSC),3.3333333333333335,3.2,0.1333333333333333
PERRIER SERGIO TACCHINI KCC M4,Kowloon Cricket Club (KCC),4.0,4.0,0.0
The Hong Kong Club Blue,HK CLUB,1.8333333333333333,2.0,-0.16666666666666674
Royal Hong Kong Yacht Club M4,Royal Hong Kong Yacht Club (RHKYC),0.4,0.6666666666666666,-0.2666666666666666
Bolton,Masters - HK Squash Centre (M - HKSC),1.6666666666666667,2.2,-0.5333333333333334
