Team Name,Home,Average Home Score,Average Away Score,Difference
The Squash Club,Cornwall Street (CSPSC),3.0,1.3333333333333333,1.6666666666666667
A Squash 2,Wai Tsuen (WTSC),2.2,0.6,1.6
Mercury,HK Squash Centre (HKSC),3.857142857142857,2.3333333333333335,1.5238095238095237
EdUHK,Cornwall Street (CSPSC),4.0,2.5,1.5
Friend Club 4,Kwun Chung (KCSC),1.4,0.6,0.7999999999999999
Hong Kong Cricket Club 12,Hong Kong Cricket Club (HKCC),3.8,3.2,0.5999999999999996
i-Mask Advance Squash Club 7,Cornwall Street (CSPSC),3.5,3.0,0.5
Warriors 2,Pei Ho Street (PHSSC),3.25,3.6,-0.3500000000000001
Spark 3,HK Squash Centre (HKSC),0.5,1.6,-1.1
