Team Name,Home,Average Home Score,Average Away Score,home_away_diff
RELAY 2,Sir Denys Roberts Squash Court,2.5454545454545454,1.5714285714285714,0.974025974025974
Ladies Recreation Club Div 14,Ladies Recreation Club,2.111111111111111,1.25,0.8611111111111112
Physical Chess 5,Cornwall Street Squash Centre,3.857142857142857,3.0,0.8571428571428572
TNG 3,Cornwall Street Squash Centre,2.75,2.125,0.625
The Squash Club 4,Pei Ho Street Sports Centre,4.25,3.6666666666666665,0.5833333333333335
TKO Junior 1,Cornwall Street Squash Centre,3.2857142857142856,2.7142857142857144,0.5714285714285712
Squash-On,HK Squash Centre,1.6666666666666667,1.25,0.41666666666666674
8 Virtues + 1,Java Road Sports Centre,3.125,2.7777777777777777,0.3472222222222223
Fusion Squash Club 4,HK Squash Centre,0.4444444444444444,0.14285714285714285,0.30158730158730157
Royal Hong Kong Yacht Club Div 14,Royal Hong Kong Yacht Club,3.7777777777777777,3.875,-0.09722222222222232
Hong Kong Football Club 14,Hong Kong Football Club,1.8888888888888888,2.0,-0.11111111111111116
North District Sports Association 2,Cornwall Street Squash Centre,3.3333333333333335,3.5714285714285716,-0.23809523809523814
