Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Hong Kong Cricket Club D7B,Hong Kong Cricket Club,2.75,1.875,0.875
i-Mask Advance Squash Club 1,Cornwall Street Squash Centre,3.8333333333333335,3.2,0.6333333333333333
Physical Chess 2,Cornwall Street Squash Centre,3.8,3.3333333333333335,0.46666666666666634
Thunder 1,Cornwall Street Squash Centre,2.1666666666666665,1.8,0.3666666666666665
Kinetic 1,HK Squash Centre,1.5,1.2222222222222223,0.2777777777777777
Hong Kong Football Club 7A,Hong Kong Football Club,3.0,2.75,0.25
Hong Kong Cricket Club D7A,Hong Kong Cricket Club,2.2857142857142856,2.125,0.1607142857142856
Hong Kong Football Club 7B,Hong Kong Football Club,3.375,4.0,-0.625
Social Squash Team,HK Squash Centre,1.25,1.875,-0.625
Xavier,Cornwall Street Squash Centre,1.8,2.6,-0.8
UST,Cornwall Street Squash Centre,2.3333333333333335,3.2,-0.8666666666666667
